"Age","Area #","Baths Full","Baths Half","Beds Total","Cooling","County","Current Price","DOM","Elementary School District","Elementary School District Code","Fireplace YN","Foundation","Garage Spaces","Heating","High School District","High School District ID","HOA Exist YN","Latitude","List Price","Listing Date","Longitude","Lot Size","Lot Size Area Min Units","MLS Number","New Construction YN","No Of Stories","Parcel Number","Parking Features","Pool YN","Postal City","Property Sub Type","Property Type","Public Remarks","Roof","Sale Date","Sale Price","Sewer Septic","Sq Ft Total","State","Status","Street Address (Full)","Table","Utilities","Walk Score","Water","Year Built","Zip Code","Zoning"
"57","362","2","1","4","None","San Mateo","$1,749,000","7","Belmont-Redwood Shores Elementary","921","Yes","Combination","2","Central Forced Air - Gas","Sequoia Union High","940","No","37.519888","$1,749,000","03/31/2017","-122.289798","8,100","Sqft","ML81644795","Yes","1","044-341-130","Attached, Gate/Door Opener, Off-Street Parking, On Street","No","Belmont","Res. Single Family","Residential","Situated on a ridge above the Belmont Country Club Area in Central Belmont awaits this newly refurbished home stylistically offering an open layout and capturing the allure of casual elegance. This bi-level design floorplan offers a multitude of living and entertaining options.The entire main floor is thoughtfully laid out with a great room hosting a dining area adjacent the all new kitchen and cozy sitting area. On this level, you will find three bedrooms, including the Owner's ensuite, and another full bath. The rooms are illuminated with large windows and sliding doors expand the usable space to the outdoors. A capacious entertaining deck is ideal for you and your guests to feast on views encompassing the Belmont agrarian landscape, punctuated by vistas of glowing sunsets. Rich hardwood flooring flows gracefully throughout much of this level with a stacked stone wood-burning fireplace. Not technically a ""Brand New"" home, but it has been substantially rebuilt from the foundation up.","Composition, Shingle","","","Sewer - Public","2,746","California","Active","1607 Manzanita AVE ","Residential","Public","39","Public","1960","94002","R10006"
"9","233","3","0","3","Central Forced Air","Santa Clara","$1,745,000","14","Palo Alto Unified","481","No","Concrete Slab","2","Central Forced Air","Palo Alto Unified","481","Yes","37.411364","$1,638,888","03/02/2017","-122.121384","759","Sqft","ML81640700","No","3","148-42-082","Attached, Tandem Parking","Yes","Palo Alto","Res. Townhouse","Residential","Beautiful 8.5 yrs new, townhome style with bright, open floor plan-lots of natural light! Perfect for family living!Two master suites upstairs, one with his/her walk-in closet, dual vanity and over-sized shower!One bedroom with full bath downstairs!Gourmet kitchen has granite counters and breakfast bar,kitchen aid appliances!Inside laundry*2 car attached garage,extra storage!Community pool, spa, clubhouse and play area.Low HOA dues! Excellent location-Close to CalTrain, Stanford University, 101, 280, shops, restaurants, Facebook, Tesla, Bosch, Google.Walk to top Palo Schools-Juana Briones, Terman & Gunn High!","Composition","03/15/2017","$1,745,000","Sewer Connected","1,554","California","Sold","4206 Rickeys WAY M","Residential","Public","59","Public","2008","94306","C3S"
"59","19","2","0","3","Ceiling Fan","Santa Clara","$1,728,000","27","Cupertino Union","455","Yes","Concrete Slab","2","Radiant","Fremont Union High","475","No","37.338042","$1,728,000","03/08/2017","-122.056132","7,000","Sqft","ML81641480","No","1","320-15-023","Attached","No","Sunnyvale","Res. Single Family","Residential","Step into your new California Modern Lifestyle! Located in the heart of Silicon Valley, this Anshen & Allen Eichler home is nestled in a quiet cul-de-sac. The open living space makes this gem both efficient & comfortable. The outside/inside Eichler concept is in concert w/ the operable skylights & ceiling fans. The updated kitchen features quartz countertops, metal & glass tile backsplash, a new cooktop & stainless steel appliances. The master bath features wall-to-wall, frameless, glass-door shower & vanity mirror. Guest bath features ceiling to floor ceramic tiles & a jetted tub/shower. This original Eichler has floor-to-ceiling windows, tongue-and-groove-deck style ceilings, beautiful Luan paneled walls & radiant heating. The 2-car-garage w/automatic sliding doors is equipped w/ two additional refrigerators & a 250V outlet to charge your electric car. Top notch schools from kindergarten to college, state of the art medical services, high tech employment & wineries just minutes away.","Bitumen, Flat/Low Pitch","04/04/2017","","Sewer - Public","1,370","California","Pending","1022 La Salle DR ","Residential","Public","27","Public","1958","94087","R1"
"76","469","2","0","3","None","San Mateo","$1,725,000","12","Burlingame Elementary","923","Yes","Concrete Perimeter and Slab","1","Central Forced Air","San Mateo Union High","939","No","37.592219","$1,438,000","02/20/2017","-122.377448","5,000","Sqft","ML81639460","No","1","025-232-160","Attached","No","Burlingame","Res. Single Family","Residential","Burlingame Village home is bright & light-filled and remodeled throughout.  Truly in move-in condition.  Interior provides kitchen with island, stainless steel Viking appliances, wine refrigerator, dual drawer stainless steel dishwasher, remodeled bathrooms, floating wood floors,  and an open floor plan with entertaining in mind. One car garage with washer/dryer hookups, tankless water heater with an attached recirculating hot bwater tank completes this appeal of the home.  As a bonus, a room attached to the home with a separate entrance is a room to make your own.  Exterior provides a composite roof, low maintenance manicured level backyard and a storage shed.  To complete the appeal of this home are the sought-after schools like Lincoln elementary,  close proximity to Burlingame downtown and Millbrae downtown, Hwy 280 and 101 freeway for convenient access to San Francisco, SFO and Silicon Valley.   Welcome Home...","Composition","03/03/2017","$1,725,000","Sewer - Public, Sewer Connected","1,380","California","Sold","1125 Hamilton LN ","Residential","Public","71","Public","1941","94010","R10006"
"41","16","2","1","4","Central Forced Air","Santa Clara","$1,725,000","3","Campbell Union Elementary","454","Yes","Concrete Perimeter","2","Central Forced Air","Campbell Union High","473","Yes","37.261786","$1,695,000","03/17/2017","-121.985566","10,400","Sqft","ML81642883","No","2","407-31-003","Attached","No","Los Gatos","Res. Single Family","Residential","SPECTACULAR RARE SINGLE FAMILY HOME WITHIN THE EXCLUSIVE LA RINCONADA GATED COMMUNITY!WONDERFUL FLOORPLAN!REMODELED KITCHEN!FORMAL LIVING ROOM WITH FIREPLACE!ELEGANT DINING ROOM!GRAND MASTER SUITE WITH WALK IN CLOSET AND REMODELED BATH!SPACIOUS BEDROOMS! EXPANSIVE FOURTH BEDROOM CURRENTLY  FAMILY ROOM!CUSTOM DESIGNED WINE CELLAR!ENTERTAINER'S PRIVATE BACKYARD WITH HUGE REDWOOD DECK AND ELEGANT GAZEBO!MULTI HOLE GOLFING GREEN EASILY CONVERTIBLE TO EXPANSIVE LAWN!EXCLUSIVE GATED COMMUNITY FEATURING ABSOLUTELY BEAUTIFUL LAKE WITH DUCKS, PAVED WALKING PATHS, COMPLETELY REMODELED CLUBHOUSE FOR PARTIES AND ENTERTAINING, PRIVATE TENNIS COURTS, SPARKLING SWIMMING POOL AND 24 HOUR GUARDED GATE HOUSE SECURITY OFFERING THE ABSOLUTE FINEST LOS GATOS LIFESTYLE!MOMENTS TO GROCERIES, RESTAURANTS AND AWARD WINNING SCHOOLS!MUST SEE!","Tile","03/19/2017","$1,725,000","Sewer - Public, Sewer Connected","2,184","California","Sold","236 CASITAS BOULEVAR ","Residential","Public","36","Public","1976","95032","RPD"
"0","16","2","1","3","Central Forced Air, Multi-Zone","Santa Clara","$1,724,600","161","Campbell Union Elementary","454","No","Concrete Slab","2","Central Forced Air, Heating - 2+ Zones","Campbell Union High","473","Yes","37.261709","$1,724,600","10/21/2016","-121.964157","3,321","Sqft","ML81629405","Yes","2","40608045","Attached","No","Los Gatos","Res. Single Family","Residential","Beautiful two story Single Family Home.The Plan 2 is a two-story floorplan featuring 3 bedrooms, 2.5 baths, loft and a two-car garage, with 4th bedroom option on the second floor. You can enjoy a cup of tea on your porch or relax in your backyard. This community is taking shape in Los Gatos and has excellent schools assigned to it.  $35,460 upgrades included in the price.","Tile","","","Sewer - Public, Sewer Connected","2,224","California","Canceled","375 Knowles DR ","Residential","Public","40","Public","2016","95032","R18"
"51","397","2","1","5","None","San Mateo","$1,718,000","11","San Mateo-Foster City Elementary","938","Yes","Concrete Perimeter and Slab","2","Central Forced Air - Gas, Fireplace","San Mateo Union High","939","No","37.567353","$1,718,000","03/11/2017","-122.264202","7,524","Sqft","ML81641981","No","2","094-193-010","Attached","No","Foster City","Res. Single Family","Residential","A breathtaking rare find in the beautiful Bay Vista neighborhood in Foster City.  Stunning, spacious, abundance of natural light, and flowing floor plan are prominent features of 722 Widgeon St.  This wonderful location is within easy distance to Gull Park, Gilead Sciences, Bridgepointe Shopping Center, Ranch 99, Hwy 92, and the vibrant Foster City community amenities.  Come home to enjoy spectacular sunsets aglow with glistening wide water views from practically every room - living room, dining, family room, kitchen, master suite and secondary bedrooms. Formal entrance with high ceiling. LR with fireplace. Separate family room with wet bar and hardwood floor. Expansive Master Suite with connected office/den/sitting room. Spacious Master Bath w/ shower, double vanity and skylight. Enclosed patio and deck in rear yard, perfect for leisure activities or al fresco dining. Landscaped and fenced. Private dock.","Composition","03/21/2017","","Sewer - Public","2,910","California","Pending","722 Widgeon ST ","Residential","Individual Electric Meters, Individual Gas Meters, Natural Gas, Public","19","Public","1966","94404","R10006"
"0","16","2","1","3","Central Forced Air, Multi-Zone","Santa Clara","$1,708,900","7","Campbell Union Elementary","454","No","Concrete Slab","2","Central Forced Air, Heating - 2+ Zones","Campbell Union High","473","Yes","37.262615","$1,708,900","03/31/2017","-121.963084","3,059","Sqft","ML81644824","Yes","2","40608034","Attached","No","Los Gatos","Res. Single Family","Residential","The Plan 2 is a two-story floor plan featuring 3 bedrooms, 2.5 baths, loft and a two-car garage, with 4th bedroom option on the second floor. Enter on the first floor to the formal dining room perfect for entertaining along with the open-concept great room and kitchen. Gorgeous designer-selected finishes throughout the home.  This community is taking shape in Los Gatos and has excellent schools assigned to it. Photos shown of model home Plan 3.","Tile","","","Sewer - Public, Sewer Connected","2,224","California","Active","364 Market ST ","Residential","Public","43","Public","2017","95032","SFR"
"17","4","4","1","5","Ceiling Fan, Central Forced Air - Gas","Santa Clara","$1,700,000","1","Alum Rock Union Elementary","451","Yes","Concrete Perimeter","2","Central Forced Air - Gas","East Side Union High","474","No","37.384678","$1,700,000","04/06/2017","-121.809700","54,014","Sqft","ML81645715","No","2","612-10-007-000","Attached, Room for Oversized Vehicle","No","San Jose","Res. Single Family","Residential","Incredible, contemporary exec home w/panoramic views of the valley & city lights ,Main level features a spacious, All bedrooms have access to balcony. Long private drive way. Master bedroom suite with two-way fireplace & walk-in closet. Granite counters and oak cabinet.","Clay","","","Sewer - Public","3,699","California","Active","4020 Soelro CT ","Residential","Individual Electric Meters, Individual Gas Meters, Public","0","Public","2000","95127","HS"
"77","9","2","1","4","Central Forced Air, Central Forced Air - Gas, Multi-Zone","Santa Clara","$1,699,999","7","San Jose Unified","482","Yes","Concrete Perimeter","2","Central Forced Air - Gas, Heating - 2+ Units","San Jose Unified","482","No","37.340642","$1,699,999","03/31/2017","-121.925126","5,500","Sqft","ML81644821","No","2","230-43-002","Attached, Off-Street Parking, On Street","No","San Jose","Res. Single Family","Residential","Classic style meets contemporary upgrades in this delightfully refined & upscale Rose Garden home.  Renovated & expanded by award winning DeMattei Construction this home brings lifestyle to the forefront.  The oversized chefs kitchen offers 48”SubZero Frig, Dbl Ovens, 6 Burner Range Top, Bosch Dishwasher.  The kitchen also opens to the breakfast and family room providing a warm and inviting environment to the day to day.  The over sized master suite offers a fireplace, vaulted ceilings and walk in closet.  The master bath boasts an oversized tub, large show and his / hers sinks.","Composition","","","Sewer - Public","3,125","California","Active","1180 Mckendrie ST ","Residential","Public","55","Public","1940","95126","R1-8"
"57","17","2","1","4","None","Santa Clara","$1,699,988","10","Campbell Union Elementary","454","Yes","Concrete Perimeter","2","Central Forced Air - Gas","Campbell Union High","473","No","37.271496","$1,699,988","03/21/2017","-121.999199","12,870","Sqft","ML81643215","No","1","389-22-018","Attached, Off-Street Parking","No","Saratoga","Res. Single Family","Residential","Come see this single story ranch style home sitting on a large 12,870+/- sq ft  flat lot, 2500+/- sq ft of living space, 4 bedrooms, 2.5 baths, spacious living and family room, separate office, galley kitchen/dining room, large laundry room and attached two car garage.  This fantastic neighborhood is conveniently located minutes to Downtown Saratoga and close to schools, library, shopping and easy freeway access. Campbell Union School District: Marshall Lane Elementary, Rolling Hills Middle and Westmont High School(buyer to verify)","Shingle","03/31/2017","","Sewer - Public","2,500","California","Pending","18700 Casa Blanca LN ","Residential","Public","8","Public","1960","95070","R110"
