"X..Lot.SqFt","Age","Area..","Area.Name","Baths.Full","Baths.Half","Beds.Total","County","DOM","HOA.Fee","List.Price","Listing.Date","Lot.Size","MLS.Number","Parcel.Number","Postal.City","Price.SqFt","Sale.Date","Sale.Price","Sq.Ft.Total","Status","Street.Address","Year.Built","Zip.Code","Zoning","Elementary.School","Elementary.School.District","Elementary.School.District.Code","Elementary.School.ID","Middle.School","Middle.School.ID","High.School","High.School.District","High.School.District.ID","High.School.ID","propertyAddresses","latitude","longitude","latLongConf"
"$ 237.57",60,"212","Country Club",4,0,4,"Santa Clara",86,35,"$3,450,000","01/11/2017","14,522","ML81635366","331-11-120","Los Altos","856.50","04/07/2017","","4,028","Pending","1540 Country Club Drive",1957,94024,"R1E-2","Loyola Elementary","Los Altos Elementary","460","134","Georgina P. Blach Intermediate","129","Mountain View High","Mountain View-Los Altos Union High","477","266","1540 Country Club Drive, Los Altos, CA, 94024",37.352249,-122.09197,1
"$ 180.12",12,"10","Willow Glen",3,1,4,"Santa Clara",11,NA,"$3,450,000","03/28/2017","19,154","ML81644158","429-32-020","San Jose","787.67","04/06/2017","","4,380","Contingent","1474 Lupton Avenue",2005,95125,"R1-8","Willow Glen Elementary","San Jose Unified","482","380","Willow Glen Middle","343","Willow Glen High","San Jose Unified","482","350","1474 Lupton Avenue, San Jose, CA, 95125",37.299385,-121.901948,1
"$ 78.05",52,"263","Central Portola Valley",3,0,4,"San Mateo",12,NA,"$3,400,000","03/24/2017","43,560","ML81643851","077-331-050","Portola Valley","1,245.42","04/04/2017","","2,730","Pending","425 Cervantes Road",1965,94028,"R1001A","Ormondale Elementary","Portola Valley Elementary","933","664","Corte Madera Elementary","623","Woodside High","Sequoia Union High","940","684","425 Cervantes Road, Portola Valley, CA, 94028",37.384321,-122.217831,1
"$ 48.69",42,"221","Los Altos Hills",2,1,3,"Santa Clara",30,NA,"$3,395,000","03/06/2017","69,721","ML81641214","182-48-038","Los Altos Hills","892.25","04/05/2017","","3,805","Contingent","27408 Deer Springs Way",1975,94022,"RA","Gardner Bullis Elementary","Los Altos Elementary","460","1,079","Ardis G. Egan Intermediate","133","Los Altos High","Mountain View-Los Altos Union High","477","265","27408 Deer Springs Way, Los Altos Hills, CA, 94022",37.357081,-122.151704,1
"$ 169.08",41,"441","Brewer Subdivision/Upland",3,1,4,"San Mateo",7,NA,"$3,388,000","03/31/2017","20,038","ML81644719","031-213-030","Hillsborough","1,017.42","04/07/2017","","3,330","Pending","565 El Cerrito Avenue",1976,94010,"R10025","","Hillsborough City Elementary","925","","","","","San Mateo Union High","939","","565 El Cerrito Avenue, Hillsborough, CA, 94010",37.557037,-122.342502,1
"$ 87.20",32,"18","Cupertino",3,1,4,"Santa Clara",50,NA,"$3,350,000","02/21/2017","38,418","ML81639643","342-45-039","Cupertino","942.87","","","3,553","Active","10377 Avenida Lane",1985,95014,"R1","","Cupertino Union","455","","","","","Fremont Union High","475","","10377 Avenida Lane, Cupertino, CA, 95014",37.316496,-122.0753,0.883
"$ 558.33",12,"466","Burlinhome / Easton Add #2 / #3 / #5",3,0,4,"San Mateo",5,NA,"$3,350,000","04/07/2017","6,000","ML81645945","026-042-100","Burlingame","1,135.59","","","2,950","Active","1436 Drake Avenue",2005,94010,"R10006","","Burlingame Elementary","923","","","","","San Mateo Union High","939","","1436 Drake Avenue, Burlingame, CA, 94010",37.585362,-122.375339,1
"$ 283.51",70,"211","North Los Altos",2,1,4,"Santa Clara",27,NA,"$3,300,000","03/10/2017","11,640","ML81641825","170-13-030","Los Altos","1,440.42","","","2,291","Canceled","146 E Portola Avenue",1947,94022,"R1","","Los Altos Elementary","460","","","","","Mountain View-Los Altos Union High","477","","146 E Portola Avenue, Los Altos, CA, 94022",37.39627,-122.111032,0.878
"$ 434.29",0,"332","Horgan Ranch Etc.",4,1,3,"San Mateo",0,NA,"$3,285,000","04/05/2017","7,564","ML81645666","059-131-290","Redwood City","897.54","04/05/2017","$3,285,000","3,660","Sold","21 Rossi Lane",2017,94061,"PD","","Redwood City Elementary","935","","","","","Sequoia Union High","940","","21 Rossi Lane, Redwood City, CA, 94061",37.471443,-122.231258,0.622
"$ 284.00",82,"292","Middlefield to El Camino Atherton",4,0,4,"San Mateo",92,NA,"$3,195,000","01/09/2017","11,250","ML81635028","060-323-070","Atherton","1,252.94","","","2,550","Active","41 Maple Avenue",1935,94027,"R11A00","","Menlo Park City Elementary","931","","","","","Sequoia Union High","940","","41 Maple Avenue, Atherton, CA, 94027",37.461576,-122.197116,1
"$ 230.99",28,"211","North Los Altos",4,1,5,"Santa Clara",27,NA,"$3,195,000","03/14/2017","13,832","ML81642262","170-20-075","Los Altos","929.86","04/09/2017","","3,436","Pending","698 Hollingsworth Drive",1989,94022,"R1","Almond Elementary","Los Altos Elementary","460","128","Ardis G. Egan Intermediate","133","Los Altos High","Mountain View-Los Altos Union High","477","265","698 Hollingsworth Drive, Los Altos, CA, 94022",37.38819,-122.09601,1
"$ 72.36",43,"221","Los Altos Hills",3,0,4,"Santa Clara",12,NA,"$3,195,000","03/31/2017","44,152","ML81644816","182-41-051","Los Altos Hills","1,147.63","04/12/2017","","2,784","Pending","28190 Radcliffe Lane",1974,94022,"RA","Lucille M. Nixon Elementary","Palo Alto Unified","481","318","Terman Middle","323","Henry M. Gunn High","Palo Alto Unified","481","325","28190 Radcliffe Lane, Los Altos Hills, CA, 94022",37.385851,-122.168374,1
"$ 126.06",44,"451","Hillsborough Hills Etc.",2,1,3,"San Mateo",7,NA,"$3,185,000","03/30/2017","25,265","ML81643905","027-272-020","Hillsborough","1,321.58","04/05/2017","","2,410","Pending","2615 Summit Drive",1973,94010,"R10000","West Hillsborough","Hillsborough City Elementary","925","679","Crocker Middle","625","Burlingame High","San Mateo Union High","939","615","2615 Summit Drive, Hillsborough, CA, 94010",37.575035,-122.383283,1
"$ 55.64",50,"221","Los Altos Hills",2,1,3,"Santa Clara",13,NA,"$2,980,000","02/23/2017","56,628","ML81639837","336-32-078","Los Altos Hills","1,222.74","03/07/2017","$3,151,000","2,577","Sold","25255 La Loma Drive",1967,94022,"RHS","Gardner Bullis Elementary","Los Altos Elementary","460","1,079","Ardis G. Egan Intermediate","133","Los Altos High","Mountain View-Los Altos Union High","477","265","25255 La Loma Drive, Los Altos Hills, CA, 94022",37.353022,-122.128973,0.873
"$ 98.92",43,"450","Skyfarm",3,1,4,"San Mateo",10,NA,"$3,195,000","02/27/2017","31,845","ML81640213","028-351-070","Hillsborough","907.78","03/08/2017","$3,150,000","3,470","Sold","2280 Skyfarm Drive",1974,94010,"R10025","","Hillsborough City Elementary","925","","","","","San Mateo Union High","939","","2280 Skyfarm Drive, Hillsborough, CA, 94010",37.57012,-122.370888,1
"$ 66.12",64,"221","Los Altos Hills",1,0,2,"Santa Clara",19,NA,"$3,150,000","03/22/2017","47,641","ML81643383","175-48-008","Los Altos Hills","2,272.73","","","1,386","Canceled","12516 Robleda Road",1953,94022,"R1","Gardner Bullis Elementary","Los Altos Elementary","460","1,079","Ardis G. Egan Intermediate","133","Los Altos High","Mountain View-Los Altos Union High","477","265","12516 Robleda Road, Los Altos Hills, CA, 94022",37.365809,-122.13616,1
"$ 205.24",50,"17","Saratoga",4,0,5,"Santa Clara",11,NA,"$2,888,000","02/18/2017","15,104","ML81639399","503-17-042","Saratoga","974.84","02/28/2017","$3,100,000","3,180","Sold","12822 Arroyo De Arguello",1967,95070,"R115","Saratoga Elementary","Saratoga Union Elementary","469","199","Redwood Middle","198","Saratoga High","Los Gatos-Saratoga Joint Union High","476","264","12822 Arroyo De Arguello, Saratoga, CA, 95070",37.282608,-122.039122,1
"$ 270.89",10,"16","Los Gatos/Monte Sereno",4,1,4,"Santa Clara",29,NA,"$3,099,000","03/14/2017","11,440","ML81642259","532-04-031","Los Gatos","680.50","","","4,554","Active","16470 Shannon Road",2007,95032,"R1-8","","Los Gatos Union Elementary","461","","Raymond J. Fisher Middle","141","Los Gatos High","Los Gatos-Saratoga Joint Union High","476","262","16470 Shannon Road, Los Gatos, CA, 95032",37.231713,-121.957605,1
"$ 235.63",61,"214","South of El Monte",2,1,4,"Santa Clara",23,NA,"$2,998,000","02/14/2017","12,750","ML81638869","189-14-034","Los Altos","1,156.82","03/09/2017","$3,004,250","2,597","Sold","944 Aura Court",1956,94024,"R110","Loyola Elementary","Los Altos Elementary","460","134","Georgina P. Blach Intermediate","129","Mountain View High","Mountain View-Los Altos Union High","477","266","944 Aura Court, Los Altos, CA, 94024",37.356835,-122.088959,1
"$ 301.00",21,"211","North Los Altos",2,1,3,"Santa Clara",27,NA,"$2,998,000","03/15/2017","9,960","ML81642494","167-35-074","Los Altos","1,563.09","04/11/2017","","1,918","Pending","170 Los Altos Avenue",1996,94022,"R1","Gardner Bullis Elementary","Los Altos Elementary","460","1,079","Ardis G. Egan Intermediate","133","Los Altos High","Mountain View-Los Altos Union High","477","265","170 Los Altos Avenue, Los Altos, CA, 94022",37.384448,-122.120825,1
"$ 499.67",9,"302","County / Alameda Area",4,0,5,"San Mateo",11,NA,"$2,998,000","03/27/2017","6,000","ML81643992","074-064-030","Menlo Park","1,070.71","04/07/2017","","2,800","Pending","2124 Oakley Avenue",2008,94025,"R10006","Las Lomitas Elementary","Las Lomitas Elementary","930","651","La Entrada Middle","648","Menlo-Atherton High","Sequoia Union High","940","658","2124 Oakley Avenue, Menlo Park, CA, 94025",37.432766,-122.204532,1
"$ 229.63",65,"211","North Los Altos",3,1,4,"Santa Clara",7,NA,"$2,998,000","03/29/2017","13,056","ML81644285","170-30-008","Los Altos","1,067.28","04/05/2017","","2,809","Pending","65 N Avalon Drive",1952,94022,"R1","","Los Altos Elementary","460","","","","","Mountain View-Los Altos Union High","477","","65 N Avalon Drive, Los Altos, CA, 94022",37.382569,-122.104479,1
"$ 21.44",101,"16","Los Gatos/Monte Sereno",1,0,2,"Santa Clara",7,NA,"$2,998,000","04/05/2017","139,816","ML81645529","532-26-065","Los Gatos","2,379.37","","","1,260","Active","16140 Cypress Way",1916,95030,"R1E-2","Blossom Hill Elementary","Los Gatos Union Elementary","461","139","Raymond J. Fisher Middle","141","Los Gatos High","Los Gatos-Saratoga Joint Union High","476","262","16140 Cypress Way, Los Gatos, CA, 95030",37.21183,-121.96165,1
"$ 61.96",88,"221","Los Altos Hills",3,1,3,"Santa Clara",83,NA,"$2,995,000","04/07/2016","48,334","ML81578957","331-17-027","Los Altos Hills","1,135.76","","","2,637","Expired","10490 W Loyola Drive",1928,94024,"R1E-1","Loyola Elementary","Los Altos Elementary","460","134","","","","Mountain View-Los Altos Union High","477","","10490 W Loyola Drive, Los Altos Hills, CA, 94024",37.341265,-122.102579,0.961
"$ 625.13",29,"211","North Los Altos",3,0,3,"Santa Clara",31,825,"$2,995,000","03/08/2017","4,791","ML81641504","175-61-015","Los Altos","878.81","04/07/2017","","3,408","Pending","631 Manresa Lane",1988,94022,"REB4","Gardner Bullis Elementary","Los Altos Elementary","460","1,079","Ardis G. Egan Intermediate","133","Los Altos High","Mountain View-Los Altos Union High","477","265","631 Manresa Lane, Los Altos, CA, 94022",37.370938,-122.119901,1
"$ 291.91",3,"10","Willow Glen",5,1,5,"Santa Clara",7,NA,"$2,995,000","04/05/2017","10,260","ML81645461","429-32-002","San Jose","655.07","","","4,572","Active","1227 Glenwood Avenue",2014,95125,"R1-8","","San Jose Unified","482","","","","","San Jose Unified","482","","1227 Glenwood Avenue, San Jose, CA, 95125",37.298504,-121.89951,1
"$ 12.48",0,"16","Los Gatos/Monte Sereno",4,1,5,"Santa Clara",2,NA,"$2,995,000","04/10/2017","240,058","ML81646174","532-25-042","Los Gatos","526.73","","","5,686","Active","15258 BLACKBERRY HILL Road",2017,95030,"R1E-2","","Los Gatos Union Elementary","461","","","","Los Gatos High","Los Gatos-Saratoga Joint Union High","476","262","15258 BLACKBERRY HILL Road, Los Gatos, CA, 95030",37.210516,-121.957095,1
"$ 478.22",1,"234","Midtown",3,1,4,"Santa Clara",21,NA,"$2,988,888","03/09/2017","6,250","ML81641669","132-27-022","Palo Alto","1,246.93","03/30/2017","","2,397","Pending","3284 Ramona Street",2016,94306,"R1","El Carmelo Elementary","Palo Alto Unified","481","312","Jane Lathrop Stanford Middle","322","Henry M. Gunn High","Palo Alto Unified","481","325","3284 Ramona Street, Palo Alto, CA, 94306",37.42211,-122.126611,1
"$ 253.83",56,"214","South of El Monte",3,0,4,"Santa Clara",6,NA,"$2,988,888","04/06/2017","11,775","ML81645647","189-37-027","Los Altos","1,032.07","","","2,896","Active","660 Giralda Drive",1961,94024,"R110","Covington Elementary","Los Altos Elementary","460","130","Georgina P. Blach Intermediate","129","Los Altos High","Mountain View-Los Altos Union High","477","265","660 Giralda Drive, Los Altos, CA, 94024",37.377363,-122.096863,1
"$ 478.08",15,"234","Midtown",2,1,4,"Santa Clara",7,NA,"$2,988,000","04/05/2017","6,250","ML81645453","132-27-059","Palo Alto","1,260.76","","","2,370","Active","3190 Emerson Street",2002,94306,"R1","El Carmelo Elementary","Palo Alto Unified","481","312","Jane Lathrop Stanford Middle","322","Henry M. Gunn High","Palo Alto Unified","481","325","3190 Emerson Street, Palo Alto, CA, 94306",37.42246,-122.12898,1
"$ 195.31",62,"336","Cordilleras Heights Etc.",4,0,4,"San Mateo",8,NA,"$2,595,000","02/24/2017","15,104","ML81640070","068-191-070","Redwood City","714.29","03/04/2017","$2,950,000","4,130","Sold","982 Lakeview Way",1955,94062,"RH0S18","","Redwood City Elementary","935","","","","","Sequoia Union High","940","","982 Lakeview Way, Redwood City, CA, 94062",37.458647,-122.260867,1
"$ 270.02",60,"214","South of El Monte",2,1,3,"Santa Clara",9,NA,"$2,950,000","02/28/2017","10,925","ML81640445","197-15-038","Los Altos","1,356.95","","","2,174","Expired","1560 Queensbury Avenue",1957,94024,"R1","","Los Altos Elementary","460","","","","","Mountain View-Los Altos Union High","477","","1560 Queensbury Avenue, Los Altos, CA, 94024",37.353256,-122.070071,1
"$ 6.57",17,"1","Morgan Hill / Gilroy / San Martin",4,1,5,"Santa Clara",171,NA,"$2,945,000","10/18/2016","448,250","ML81628829","825-29-047","San Martin","553.78","","","5,318","Canceled","2965 Paseo Robles Avenue",1999,95046,"HS","","Morgan Hill Unified","480","","","","","Morgan Hill Unified","480","","2965 Paseo Robles Avenue, San Martin, CA, 95046",37.093736,-122.148221,0.464
"$ 346.98",52,"208","Grant",3,1,4,"Santa Clara",8,NA,"$2,599,000","03/23/2017","8,430","ML81643573","197-08-011","Mountain View","1,257.52","03/31/2017","$2,925,000","2,326","Sold","3386 Awalt Drive",1965,94040,"R1-8L","Frank L. Huff Elementary","Mountain View Whisman","465","164","Isaac Newton Graham Middle","163","Mountain View High","Mountain View-Los Altos Union High","477","266","3386 Awalt Drive, Mountain View, CA, 94040",37.36251,-122.06774,1
"$ 641.85",8,"209","Miramonte",2,1,4,"Santa Clara",11,50,"$2,695,000","03/08/2017","4,526","ML81641581","189-63-025","Mountain View","1,191.55","03/17/2017","$2,905,000","2,438","Sold","925 Valencia Avenue",2009,94040,"R1","","Mountain View Whisman","465","","","","","Mountain View-Los Altos Union High","477","","925 Valencia Avenue, Mountain View, CA, 94040",37.383477,-122.08791,1
"$ 272.97",62,"213","Highlands",4,0,5,"Santa Clara",9,NA,"$2,598,000","03/08/2017","10,624","ML81641579","342-10-014","Los Altos","1,024.37","03/16/2017","$2,900,000","2,831","Sold","2055 Wooded Glen Drive",1955,94024,"R1E1","Montclaire Elementary","Cupertino Union","455","90","Cupertino Middle","70","Homestead High","Fremont Union High","475","258","2055 Wooded Glen Drive, Los Altos, CA, 94024",37.34382,-122.089114,1
"$ 155.03",49,"17","Saratoga",3,1,4,"Santa Clara",19,NA,"$2,899,000","03/18/2017","18,700","ML81642945","389-31-015","Saratoga","829.00","04/06/2017","","3,497","Contingent","19336 Harleigh Drive",1968,95070,"R120","Saratoga Elementary","Saratoga Union Elementary","469","199","Redwood Middle","198","Saratoga High","Los Gatos-Saratoga Joint Union High","476","264","19336 Harleigh Drive, Saratoga, CA, 95070",37.267791,-122.009633,1
"$ 173.31",59,"214","South of El Monte",3,0,4,"Santa Clara",9,NA,"$2,895,000","04/03/2017","16,704","ML81645100","197-16-057","Los Altos","1,155.23","04/12/2017","","2,506","Pending","1546 Canterbury Way",1958,94024,"R1","Oak Avenue Elementary","Los Altos Elementary","460","135","Georgina P. Blach Intermediate","129","Mountain View High","Mountain View-Los Altos Union High","477","266","1546 Canterbury Way, Los Altos, CA, 94024",37.353558,-122.071365,1
"$ 275.02",61,"211","North Los Altos",2,1,4,"Santa Clara",8,NA,"$2,598,000","03/09/2017","10,472","ML81641652","167-24-019","Los Altos","1,273.77","03/16/2017","$2,880,000","2,261","Sold","267 Alba Court",1956,94022,"R1","Santa Rita Elementary","Los Altos Elementary","460","136","Ardis G. Egan Intermediate","133","Los Altos High","Mountain View-Los Altos Union High","477","265","267 Alba Court, Los Altos, CA, 94022",37.393526,-122.120901,1
"$ 281.52",52,"211","North Los Altos",2,1,4,"Santa Clara",6,NA,"$2,880,000","04/06/2017","10,230","ML81645623","170-23-069","Los Altos","1,227.10","","","2,347","Active","221 Chateau Drive",1965,94022,"R1","Almond Elementary","Los Altos Elementary","460","128","Ardis G. Egan Intermediate","133","Los Altos High","Mountain View-Los Altos Union High","477","265","221 Chateau Drive, Los Altos, CA, 94022",37.386062,-122.113415,1
"$ 255.10",89,"243","Stanford",3,0,5,"Santa Clara",16,NA,"$2,795,000","02/15/2017","11,172","ML81639088","142-07-060","Stanford","1,144.58","03/02/2017","$2,850,000","2,490","Sold","660 Salvatierra Street",1928,94305,"R1S","","Palo Alto Unified","481","","","","","Palo Alto Unified","481","","660 Salvatierra Street, Stanford, CA, 94305",37.419539,-122.164791,1
"$ 283.58",43,"301","Sharon Heights / Stanford Hills",2,1,4,"San Mateo",11,NA,"$2,498,000","03/13/2017","10,050","ML81642074","074-351-350","Menlo Park","1,217.95","03/22/2017","$2,850,000","2,340","Sold","1065 Deanna Drive",1974,94025,"R10010","Las Lomitas Elementary","Las Lomitas Elementary","930","651","La Entrada Middle","648","Menlo-Atherton High","Sequoia Union High","940","658","1065 Deanna Drive, Menlo Park, CA, 94025",37.429267,-122.206308,1
"$ 32.30",29,"16","Los Gatos/Monte Sereno",3,1,4,"Santa Clara",10,22,"$2,948,000","03/14/2017","88,237","ML81642222","527-56-031","Los Gatos","594.00","03/23/2017","$2,850,000","4,798","Sold","111 Colorado Court",1988,95032,"HR","Noddin Elementary","Union Elementary","471","225","Union Middle","229","Branham High","Campbell Union High","473","237","111 Colorado Court, Los Gatos, CA, 95032",37.223339,-121.915335,1
